1,0,600,,,,-0.623426182
11,0,1200,,,,0.025580303
18,0,1600,,,,0.458251293
5,0,400,,,,-0.839761677
9,0,1950,,,,0.836838409
17,0,1000,,,,-0.190755192
13,0,800,,,,-0.407090687
14,1,950,,,,-0.244839066
3,1,1400,,,,0.241915798
14,1,950,,,,-0.244839066
11,0,1600,,,,0.458251293
7,0,700,,,,-0.515258434
15,0,1500,,,,0.350083546
4,1,1000,,,,-0.190755192
15,0,1000,,,,-0.190755192
17,0,1000,,,,-0.190755192
16,0,1000,,,,-0.190755192
14,0,1000,,,,-0.190755192
4,0,650,,,,-0.569342308
12,0,1500,,,,0.350083546
7,0,775,,,,-0.434132624
17,0,2500,,,,1.431761021
17,0,800,,,,-0.407090687
8,0,2200,,,,1.107257778
9,0,575,,,,-0.650468119
1,0,1200,,,,0.025580303
3,0,1170,,,,-0.006870021
20,0,950,,,,-0.244839066
16,0,636,,,,-0.584485793
2,0,500,,,,-0.731593929
20,1,2000,,,,0.890922283
14,1,1400,,,,0.241915798
20,0,600,,,,-0.623426182
3,0,990,,,,-0.201571967
13,0,900,,,,-0.298922939
11,0,1200,,,,0.025580303
6,0,650,,,,-0.569342308
8,0,1000,,,,-0.190755192
6,0,575,,,,-0.650468119
11,1,800,,,,-0.407090687
9,0,850,,,,-0.353006813
20,0,1795,,,,0.669178401
9,0,1200,,,,0.025580303
3,0,1250,,,,0.079664177
16,0,1200,,,,0.025580303
4,0,1500,,,,0.350083546
19,0,1000,,,,-0.190755192
20,0,1995,,,,0.885513896
16,0,1200,,,,0.025580303
17,0,800,,,,-0.407090687
3,1,1150,,,,-0.028503571
17,0,700,,,,-0.515258434
4,0,850,,,,-0.353006813
17,0,1000,,,,-0.190755192
20,0,400,,,,-0.839761677
4,1,1250,,,,0.079664177
10,0,750,,,,-0.461174561
2,0,700,,,,-0.515258434
10,0,650,,,,-0.569342308
13,0,600,,,,-0.623426182
11,0,1200,,,,0.025580303
7,0,500,,,,-0.731593929
6,0,600,,,,-0.623426182
11,0,1200,,,,0.025580303
16,0,1250,,,,0.079664177
10,0,1000,,,,-0.190755192
2,0,600,,,,-0.623426182
11,0,1100,,,,-0.082587444
7,0,1200,,,,0.025580303
4,0,850,,,,-0.353006813
4,0,700,,,,-0.515258434
2,0,500,,,,-0.731593929
16,0,750,,,,-0.461174561
13,0,800,,,,-0.407090687
11,0,1200,,,,0.025580303
6,0,1500,,,,0.350083546
5,0,650,,,,-0.569342308
4,0,700,,,,-0.515258434
1,0,1000,,,,-0.190755192
5,0,625,,,,-0.596384245
18,0,900,,,,-0.298922939
13,0,900,,,,-0.298922939
13,0,1000,,,,-0.190755192
14,0,900,,,,-0.298922939
12,1,1850,,,,0.728670662
11,0,950,,,,-0.244839066
17,0,1000,,,,-0.190755192
2,0,495,,,,-0.737002317
4,0,850,,,,-0.353006813
20,0,1500,,,,0.350083546
7,0,700,,,,-0.515258434
1,0,1200,,,,0.025580303
4,0,650,,,,-0.569342308
5,0,250,,,,-1.002013298
11,0,100,,,,-1.164264919
13,0,950,,,,-0.244839066
9,0,1050,,,,-0.136671318
17,0,600,,,,-0.623426182
20,0,1000,,,,-0.190755192
9,1,1900,,,,0.782754536
2,0,400,,,,-0.839761677
4,0,1200,,,,0.025580303
5,1,800,,,,-0.407090687
13,1,850,,,,-0.353006813
13,0,650,,,,-0.569342308
7,0,1200,,,,0.025580303
9,0,750,,,,-0.461174561
6,0,2200,,,,1.107257778
16,0,600,,,,-0.623426182
18,0,1700,,,,0.566419041
16,0,2500,,,,1.431761021
13,1,750,,,,-0.461174561
8,1,4800,,,,3.919619213
16,0,1500,,,,0.350083546
7,0,500,,,,-0.731593929
18,0,800,,,,-0.407090687
9,0,795,,,,-0.412499074
3,0,1688,,,,0.553438911
8,0,3000,,,,1.972599758
18,0,850,,,,-0.353006813
1,0,1200,,,,0.025580303
9,0,700,,,,-0.515258434
17,0,1000,,,,-0.190755192
9,0,495,,,,-0.737002317
10,0,600,,,,-0.623426182
14,0,800,,,,-0.407090687
15,1,2200,,,,1.107257778
7,0,900,,,,-0.298922939
9,0,1500,,,,0.350083546
18,0,1000,,,,-0.190755192
15,0,1500,,,,0.350083546
7,0,900,,,,-0.298922939
5,0,375,,,,-0.866803614
9,0,800,,,,-0.407090687
11,0,1800,,,,0.674586788
18,0,1300,,,,0.133748051
17,0,500,,,,-0.731593929
16,0,1000,,,,-0.190755192
13,0,1200,,,,0.025580303
13,0,650,,,,-0.569342308
12,0,2000,,,,0.890922283
1,0,1500,,,,0.350083546
11,0,700,,,,-0.515258434
3,1,1500,,,,0.350083546
12,0,1500,,,,0.350083546
10,0,2250,,,,1.161341652
10,1,1500,,,,0.350083546
9,0,450,,,,-0.785677803
2,0,650,,,,-0.569342308
20,0,850,,,,-0.353006813
7,0,200,,,,-1.056097172
3,0,1500,,,,0.350083546
9,0,625,,,,-0.596384245
1,0,1000,,,,-0.190755192
14,0,1900,,,,0.782754536
7,0,600,,,,-0.623426182
14,0,500,,,,-0.731593929
17,0,875,,,,-0.325964876
2,0,150,,,,-1.110181046
3,0,1500,,,,0.350083546
5,0,500,,,,-0.731593929
9,1,2000,,,,0.890922283
20,0,200,,,,-1.056097172
1,0,750,,,,-0.461174561
2,0,350,,,,-0.893845551
10,0,600,,,,-0.623426182
13,1,1500,,,,0.350083546
10,0,600,,,,-0.623426182
14,1,1800,,,,0.674586788
3,0,1600,,,,0.458251293
13,1,2000,,,,0.890922283
13,0,1350,,,,0.187831924
14,1,2700,,,,1.648096516
8,0,3000,,,,1.972599758
15,1,2500,,,,1.431761021
4,0,700,,,,-0.515258434
18,0,1500,,,,0.350083546
13,0,500,,,,-0.731593929
1,0,1000,,,,-0.190755192
20,0,550,,,,-0.677510056
8,0,2500,,,,1.431761021
9,0,1200,,,,0.025580303
3,0,1200,,,,0.025580303
2,0,400,,,,-0.839761677
8,0,2500,,,,1.431761021
18,0,1800,,,,0.674586788
19,0,800,,,,-0.407090687
10,0,1500,,,,0.350083546
12,0,1200,,,,0.025580303
13,0,300,,,,-0.947929424
13,0,800,,,,-0.407090687
18,0,1200,,,,0.025580303
11,0,1500,,,,0.350083546
11,0,900,,,,-0.298922939
18,0,450,,,,-0.785677803
14,0,1000,,,,-0.190755192
8,0,4500,,,,3.595115971
7,0,650,,,,-0.569342308
3,0,795,,,,-0.412499074
8,0,9500,,,,9.003503346
16,0,800,,,,-0.407090687
20,0,4000,,,,3.054277233
9,1,600,,,,-0.623426182
13,0,800,,,,-0.407090687
7,0,800,,,,-0.407090687
3,0,850,,,,-0.353006813
1,0,1500,,,,0.350083546
17,0,500,,,,-0.731593929
1,0,1000,,,,-0.190755192
9,0,795,,,,-0.412499074
19,0,1250,,,,0.079664177
8,0,2500,,,,1.431761021
12,0,900,,,,-0.298922939
2,0,250,,,,-1.002013298
18,0,1300,,,,0.133748051
18,1,1200,,,,0.025580303
18,0,950,,,,-0.244839066
9,0,950,,,,-0.244839066
5,0,800,,,,-0.407090687
10,1,1600,,,,0.458251293
8,0,4500,,,,3.595115971
6,0,800,,,,-0.407090687
7,0,450,,,,-0.785677803
19,0,800,,,,-0.407090687
20,0,600,,,,-0.623426182
15,1,2200,,,,1.107257778
6,0,650,,,,-0.569342308
1,0,2000,,,,0.890922283
14,0,2000,,,,0.890922283
13,0,150,,,,-1.110181046
13,0,700,,,,-0.515258434
16,0,700,,,,-0.515258434
18,0,850,,,,-0.353006813
17,0,500,,,,-0.731593929
1,0,900,,,,-0.298922939
17,0,300,,,,-0.947929424
8,0,2000,,,,0.890922283
11,0,1500,,,,0.350083546
12,0,1200,,,,0.025580303
15,0,1500,,,,0.350083546
8,1,1800,,,,0.674586788
5,0,500,,,,-0.731593929
1,0,1000,,,,-0.190755192
5,0,700,,,,-0.515258434
10,0,1500,,,,0.350083546
14,0,1800,,,,0.674586788
15,0,500,,,,-0.731593929
20,0,450,,,,-0.785677803
20,0,2000,,,,0.890922283
8,1,1600,,,,0.458251293
13,1,800,,,,-0.407090687
2,1,500,,,,-0.731593929
11,1,1200,,,,0.025580303
4,1,1400,,,,0.241915798
11,0,1200,,,,0.025580303
8,0,2750,,,,1.702180389
18,0,600,,,,-0.623426182
10,0,975,,,,-0.217797129
14,0,1000,,,,-0.190755192
5,0,1200,,,,0.025580303
15,0,500,,,,-0.731593929
8,0,2000,,,,0.890922283
3,1,1350,,,,0.187831924
9,1,2000,,,,0.890922283
7,0,500,,,,-0.731593929
11,0,1200,,,,0.025580303
3,0,1400,,,,0.241915798
1,0,700,,,,-0.515258434
6,0,1500,,,,0.350083546
11,0,700,,,,-0.515258434
12,0,800,,,,-0.407090687
2,0,1500,,,,0.350083546
10,0,600,,,,-0.623426182
11,0,500,,,,-0.731593929
8,1,1500,,,,0.350083546
18,0,1200,,,,0.025580303
8,0,2100,,,,0.999090031
7,0,750,,,,-0.461174561
18,1,1900,,,,0.782754536
7,0,600,,,,-0.623426182
11,0,2000,,,,0.890922283
2,0,250,,,,-1.002013298
17,0,700,,,,-0.515258434
9,1,1000,,,,-0.190755192
3,0,995,,,,-0.196163579
2,0,380,,,,-0.861395226
12,0,1000,,,,-0.190755192
18,0,1150,,,,-0.028503571
17,0,600,,,,-0.623426182
17,0,1000,,,,-0.190755192
2,0,300,,,,-0.947929424
7,0,1200,,,,0.025580303
3,0,2000,,,,0.890922283
5,0,1500,,,,0.350083546
10,0,950,,,,-0.244839066
13,0,900,,,,-0.298922939
9,0,800,,,,-0.407090687
12,0,1500,,,,0.350083546
14,0,750,,,,-0.461174561
8,0,2800,,,,1.756264263
3,0,1200,,,,0.025580303
3,0,1200,,,,0.025580303
13,0,1500,,,,0.350083546
15,0,2500,,,,1.431761021
10,1,1350,,,,0.187831924
2,0,300,,,,-0.947929424
5,0,450,,,,-0.785677803
2,0,695,,,,-0.520666822
14,0,2000,,,,0.890922283
9,0,700,,,,-0.515258434
5,0,450,,,,-0.785677803
11,0,1000,,,,-0.190755192
8,1,2000,,,,0.890922283
11,1,700,,,,-0.515258434
13,1,1200,,,,0.025580303
8,0,2500,,,,1.431761021
9,1,1200,,,,0.025580303
14,1,1400,,,,0.241915798
6,0,650,,,,-0.569342308
1,0,400,,,,-0.839761677
14,1,1800,,,,0.674586788
20,0,600,,,,-0.623426182
10,0,2500,,,,1.431761021
8,0,4750,,,,3.865535339
8,0,4000,,,,3.054277233
2,0,50,,,,-1.218348793
10,0,1600,,,,0.458251293
9,0,1000,,,,-0.190755192
18,0,900,,,,-0.298922939
2,0,750,,,,-0.461174561
18,0,1300,,,,0.133748051
15,0,600,,,,-0.623426182
10,0,2000,,,,0.890922283
14,0,850,,,,-0.353006813
10,0,1500,,,,0.350083546
8,0,2300,,,,1.215425526
7,0,1200,,,,0.025580303
16,0,2000,,,,0.890922283
9,0,1500,,,,0.350083546
3,1,2000,,,,0.890922283
11,0,1500,,,,0.350083546
16,0,350,,,,-0.893845551
4,0,800,,,,-0.407090687
4,0,975,,,,-0.217797129
9,0,800,,,,-0.407090687
11,0,500,,,,-0.731593929
2,0,550,,,,-0.677510056
8,0,1150,,,,-0.028503571
7,0,800,,,,-0.407090687
7,0,900,,,,-0.298922939
15,0,900,,,,-0.298922939
4,1,900,,,,-0.298922939
6,0,700,,,,-0.515258434
5,0,900,,,,-0.298922939
15,0,500,,,,-0.731593929
9,1,650,,,,-0.569342308
19,0,1000,,,,-0.190755192
7,0,700,,,,-0.515258434
9,0,800,,,,-0.407090687
16,0,800,,,,-0.407090687
2,0,50,,,,-1.218348793
16,0,750,,,,-0.461174561
14,1,2500,,,,1.431761021
12,0,1400,,,,0.241915798
13,0,600,,,,-0.623426182
15,0,1500,,,,0.350083546
12,0,900,,,,-0.298922939
1,1,5000,,,,4.135954708
17,0,600,,,,-0.623426182
16,0,500,,,,-0.731593929
1,0,1100,,,,-0.082587444
1,1,2000,,,,0.890922283
5,0,350,,,,-0.893845551
16,0,850,,,,-0.353006813
4,0,600,,,,-0.623426182
2,0,1200,,,,0.025580303
18,0,500,,,,-0.731593929
16,0,900,,,,-0.298922939
4,0,600,,,,-0.623426182
15,0,1100,,,,-0.082587444
10,0,900,,,,-0.298922939
13,1,850,,,,-0.353006813
20,0,1200,,,,0.025580303
20,0,795,,,,-0.412499074
11,0,250,,,,-1.002013298
18,0,1000,,,,-0.190755192
13,0,400,,,,-0.839761677
12,0,2000,,,,0.890922283
20,0,900,,,,-0.298922939
13,0,700,,,,-0.515258434
20,0,800,,,,-0.407090687
8,0,3000,,,,1.972599758
14,0,800,,,,-0.407090687
6,0,1000,,,,-0.190755192
13,0,1000,,,,-0.190755192
20,1,2200,,,,1.107257778
5,0,550,,,,-0.677510056
9,1,2000,,,,0.890922283
2,0,150,,,,-1.110181046
18,0,1000,,,,-0.190755192
4,0,750,,,,-0.461174561
4,0,850,,,,-0.353006813
14,1,1100,,,,-0.082587444
15,0,1500,,,,0.350083546
11,1,1200,,,,0.025580303
2,0,750,,,,-0.461174561
3,0,699,,,,-0.516340112
3,0,850,,,,-0.353006813
3,0,1500,,,,0.350083546
11,0,800,,,,-0.407090687
18,0,2000,,,,0.890922283
10,0,175,,,,-1.083139109
13,0,1100,,,,-0.082587444
14,0,600,,,,-0.623426182
1,0,700,,,,-0.515258434
20,0,1000,,,,-0.190755192
20,0,8500,,,,7.921825871
13,0,800,,,,-0.407090687
10,0,1500,,,,0.350083546
16,0,850,,,,-0.353006813
11,0,1000,,,,-0.190755192
9,0,1000,,,,-0.190755192
7,0,800,,,,-0.407090687
5,0,350,,,,-0.893845551
13,1,1500,,,,0.350083546
5,0,400,,,,-0.839761677
20,0,750,,,,-0.461174561
12,0,1000,,,,-0.190755192
17,0,1400,,,,0.241915798
4,0,600,,,,-0.623426182
2,0,495,,,,-0.737002317
3,0,1500,,,,0.350083546
14,1,1500,,,,0.350083546
16,0,1200,,,,0.025580303
19,0,1000,,,,-0.190755192
5,0,450,,,,-0.785677803
2,0,400,,,,-0.839761677
4,0,850,,,,-0.353006813
11,0,800,,,,-0.407090687
16,0,1000,,,,-0.190755192
3,0,2000,,,,0.890922283
3,0,1200,,,,0.025580303
7,0,1500,,,,0.350083546
8,0,2500,,,,1.431761021
18,0,2000,,,,0.890922283
5,0,2000,,,,0.890922283
1,1,1200,,,,0.025580303
12,0,1500,,,,0.350083546
1,0,1200,,,,0.025580303
7,1,900,,,,-0.298922939
5,0,500,,,,-0.731593929
7,0,600,,,,-0.623426182
3,0,1400,,,,0.241915798
17,0,650,,,,-0.569342308
14,1,1800,,,,0.674586788
7,0,1200,,,,0.025580303
18,0,800,,,,-0.407090687
18,0,2000,,,,0.890922283
19,0,1000,,,,-0.190755192
2,0,950,,,,-0.244839066
14,0,1200,,,,0.025580303
1,0,1000,,,,-0.190755192
15,1,1900,,,,0.782754536
16,0,1400,,,,0.241915798
14,0,800,,,,-0.407090687
8,0,3500,,,,2.513438496
5,0,800,,,,-0.407090687
13,0,1200,,,,0.025580303
20,0,1995,,,,0.885513896
5,0,795,,,,-0.412499074
16,0,900,,,,-0.298922939
9,0,800,,,,-0.407090687
9,0,950,,,,-0.244839066
5,0,1495,,,,0.344675158
9,0,400,,,,-0.839761677
19,0,800,,,,-0.407090687
11,0,1000,,,,-0.190755192
11,0,1200,,,,0.025580303
4,1,2000,,,,0.890922283
18,0,1150,,,,-0.028503571
19,1,3200,,,,2.188935253
4,0,400,,,,-0.839761677
1,0,1200,,,,0.025580303
1,0,1200,,,,0.025580303
5,0,800,,,,-0.407090687
13,0,800,,,,-0.407090687
11,0,600,,,,-0.623426182
10,1,1200,,,,0.025580303
10,0,650,,,,-0.569342308
14,1,1800,,,,0.674586788
18,0,1000,,,,-0.190755192
3,1,3500,,,,2.513438496
10,0,1250,,,,0.079664177
1,1,1200,,,,0.025580303
4,1,2500,,,,1.431761021
11,0,1500,,,,0.350083546
20,0,400,,,,-0.839761677
3,1,1400,,,,0.241915798
14,1,2300,,,,1.215425526
16,0,1600,,,,0.458251293
5,0,2000,,,,0.890922283
1,0,1500,,,,0.350083546
10,1,1800,,,,0.674586788
20,0,750,,,,-0.461174561
6,0,600,,,,-0.623426182
8,0,2300,,,,1.215425526
14,0,550,,,,-0.677510056
9,0,450,,,,-0.785677803
17,0,600,,,,-0.623426182
6,0,1800,,,,0.674586788
6,1,1200,,,,0.025580303
3,0,1500,,,,0.350083546
7,0,800,,,,-0.407090687
1,1,1000,,,,-0.190755192
7,0,500,,,,-0.731593929
5,0,700,,,,-0.515258434
6,1,3000,,,,1.972599758
8,0,3000,,,,1.972599758
16,0,1000,,,,-0.190755192
5,0,300,,,,-0.947929424
20,0,2100,,,,0.999090031
14,1,4500,,,,3.595115971
12,0,1800,,,,0.674586788
14,1,4500,,,,3.595115971
13,0,1250,,,,0.079664177
6,0,500,,,,-0.731593929
15,1,2200,,,,1.107257778
1,0,1000,,,,-0.190755192
7,0,550,,,,-0.677510056
3,1,1800,,,,0.674586788
3,0,795,,,,-0.412499074
18,0,1500,,,,0.350083546
5,0,1150,,,,-0.028503571
4,0,1200,,,,0.025580303
20,0,900,,,,-0.298922939
10,0,695,,,,-0.520666822
16,0,850,,,,-0.353006813
2,1,750,,,,-0.461174561
1,0,800,,,,-0.407090687
13,0,800,,,,-0.407090687
19,0,1250,,,,0.079664177
16,0,5000,,,,4.135954708
4,1,1750,,,,0.620502914
1,0,1000,,,,-0.190755192
9,0,1750,,,,0.620502914
7,0,100,,,,-1.164264919
5,0,1400,,,,0.241915798
6,0,1000,,,,-0.190755192
18,0,800,,,,-0.407090687
17,0,500,,,,-0.731593929
11,0,1500,,,,0.350083546
4,0,200,,,,-1.056097172
7,1,900,,,,-0.298922939
7,0,600,,,,-0.623426182
12,0,1600,,,,0.458251293
20,0,950,,,,-0.244839066
5,0,1800,,,,0.674586788
7,0,4500,,,,3.595115971
17,0,500,,,,-0.731593929
4,0,700,,,,-0.515258434
11,1,1000,,,,-0.190755192
17,0,800,,,,-0.407090687
16,0,1050,,,,-0.136671318
9,1,800,,,,-0.407090687
7,0,800,,,,-0.407090687
12,0,900,,,,-0.298922939
14,0,1500,,,,0.350083546
20,0,3500,,,,2.513438496
6,0,650,,,,-0.569342308
9,0,1400,,,,0.241915798
5,1,1200,,,,0.025580303
15,0,1500,,,,0.350083546
12,0,2000,,,,0.890922283
17,0,600,,,,-0.623426182
13,0,900,,,,-0.298922939
16,0,1000,,,,-0.190755192
15,0,1500,,,,0.350083546
1,0,900,,,,-0.298922939
10,0,1200,,,,0.025580303
5,0,1200,,,,0.025580303
3,0,1000,,,,-0.190755192
8,0,3000,,,,1.972599758
16,0,595,,,,-0.628834569
18,0,1000,,,,-0.190755192
1,0,1500,,,,0.350083546
17,0,1000,,,,-0.190755192
10,0,850,,,,-0.353006813
3,0,1000,,,,-0.190755192
9,0,650,,,,-0.569342308
16,1,1600,,,,0.458251293
6,0,1200,,,,0.025580303
4,0,350,,,,-0.893845551
3,0,1688,,,,0.553438911
18,0,1200,,,,0.025580303
1,0,900,,,,-0.298922939
5,0,1350,,,,0.187831924
20,0,1200,,,,0.025580303
18,0,1200,,,,0.025580303
17,0,400,,,,-0.839761677
2,0,250,,,,-1.002013298
17,0,650,,,,-0.569342308
6,0,800,,,,-0.407090687
12,0,1600,,,,0.458251293
20,0,500,,,,-0.731593929
4,0,700,,,,-0.515258434
18,0,1000,,,,-0.190755192
2,0,400,,,,-0.839761677
18,0,1300,,,,0.133748051
13,0,350,,,,-0.893845551
17,0,1200,,,,0.025580303
13,0,650,,,,-0.569342308
4,0,900,,,,-0.298922939
2,1,500,,,,-0.731593929
1,0,700,,,,-0.515258434
6,0,1350,,,,0.187831924
5,0,650,,,,-0.569342308
16,0,500,,,,-0.731593929
14,0,500,,,,-0.731593929
5,1,1800,,,,0.674586788
9,0,1500,,,,0.350083546
12,0,1800,,,,0.674586788
9,1,1800,,,,0.674586788
5,0,300,,,,-0.947929424
3,0,1000,,,,-0.190755192
10,0,750,,,,-0.461174561
14,0,1150,,,,-0.028503571
19,0,1250,,,,0.079664177
15,0,1550,,,,0.404167419
7,0,1000,,,,-0.190755192
12,0,1500,,,,0.350083546
11,0,1000,,,,-0.190755192
2,0,550,,,,-0.677510056
20,0,1200,,,,0.025580303
9,0,595,,,,-0.628834569
14,0,1500,,,,0.350083546
17,0,950,,,,-0.244839066
19,0,1000,,,,-0.190755192
18,0,1600,,,,0.458251293
10,0,900,,,,-0.298922939
8,0,2000,,,,0.890922283
6,0,3000,,,,1.972599758
11,0,1200,,,,0.025580303
4,1,480,,,,-0.753227479
3,1,1400,,,,0.241915798
18,1,3000,,,,1.972599758
3,1,1800,,,,0.674586788
5,0,700,,,,-0.515258434
12,0,1200,,,,0.025580303
10,0,950,,,,-0.244839066
3,0,850,,,,-0.353006813
11,1,1200,,,,0.025580303
1,0,1100,,,,-0.082587444
15,0,1000,,,,-0.190755192
3,1,1250,,,,0.079664177
20,0,895,,,,-0.304331327
11,0,1000,,,,-0.190755192
14,1,2300,,,,1.215425526
1,0,2200,,,,1.107257778
7,0,1200,,,,0.025580303
3,0,700,,,,-0.515258434
5,0,400,,,,-0.839761677
20,0,900,,,,-0.298922939
2,0,500,,,,-0.731593929
13,0,1800,,,,0.674586788
6,0,1500,,,,0.350083546
6,0,1500,,,,0.350083546
17,0,550,,,,-0.677510056
15,0,2500,,,,1.431761021
10,0,700,,,,-0.515258434
10,0,800,,,,-0.407090687
18,0,1200,,,,0.025580303
17,0,600,,,,-0.623426182
14,1,2500,,,,1.431761021
14,0,400,,,,-0.839761677
16,0,950,,,,-0.244839066
2,0,600,,,,-0.623426182
7,0,900,,,,-0.298922939
20,0,1300,,,,0.133748051
18,0,600,,,,-0.623426182
11,0,1750,,,,0.620502914
4,1,1000,,,,-0.190755192
18,0,1400,,,,0.241915798
13,0,1000,,,,-0.190755192
9,0,300,,,,-0.947929424
7,1,900,,,,-0.298922939
9,0,2500,,,,1.431761021
16,0,900,,,,-0.298922939
3,0,1500,,,,0.350083546
16,0,1200,,,,0.025580303
16,0,800,,,,-0.407090687
16,0,1000,,,,-0.190755192
11,0,1100,,,,-0.082587444
17,0,800,,,,-0.407090687
13,0,1200,,,,0.025580303
8,0,2500,,,,1.431761021
7,0,1000,,,,-0.190755192
12,0,1200,,,,0.025580303
12,1,2750,,,,1.702180389
6,0,700,,,,-0.515258434
8,0,2899,,,,1.863350333
7,0,650,,,,-0.569342308
11,0,300,,,,-0.947929424
11,0,800,,,,-0.407090687
9,0,1100,,,,-0.082587444
10,0,750,,,,-0.461174561
7,0,1000,,,,-0.190755192
5,0,300,,,,-0.947929424
10,0,895,,,,-0.304331327
11,0,600,,,,-0.623426182
7,0,1250,,,,0.079664177
3,0,1000,,,,-0.190755192
8,0,1800,,,,0.674586788
18,0,800,,,,-0.407090687
13,0,900,,,,-0.298922939
14,0,1500,,,,0.350083546
11,0,1500,,,,0.350083546
6,1,1200,,,,0.025580303
1,0,1200,,,,0.025580303
7,0,950,,,,-0.244839066
14,0,800,,,,-0.407090687
12,0,1850,,,,0.728670662
2,0,800,,,,-0.407090687
7,0,500,,,,-0.731593929
2,0,695,,,,-0.520666822
1,0,150,,,,-1.110181046
1,0,1200,,,,0.025580303
13,0,1000,,,,-0.190755192
7,1,954,,,,-0.240512356
1,0,900,,,,-0.298922939
20,0,4500,,,,3.595115971
13,0,1200,,,,0.025580303
15,1,2500,,,,1.431761021
17,0,800,,,,-0.407090687
17,0,900,,,,-0.298922939
5,0,600,,,,-0.623426182
14,0,600,,,,-0.623426182
8,0,3000,,,,1.972599758
4,0,900,,,,-0.298922939
20,0,1600,,,,0.458251293
2,0,700,,,,-0.515258434
10,0,2000,,,,0.890922283
20,0,1000,,,,-0.190755192
10,0,900,,,,-0.298922939
15,1,1650,,,,0.512335167
14,0,800,,,,-0.407090687
15,0,500,,,,-0.731593929
2,0,150,,,,-1.110181046
17,0,800,,,,-0.407090687
6,0,1000,,,,-0.190755192
6,0,1200,,,,0.025580303
2,0,600,,,,-0.623426182
5,0,1900,,,,0.782754536
4,0,400,,,,-0.839761677
14,0,600,,,,-0.623426182
9,0,800,,,,-0.407090687
16,0,700,,,,-0.515258434
1,1,2000,,,,0.890922283
15,1,2500,,,,1.431761021
13,0,1200,,,,0.025580303
5,0,600,,,,-0.623426182
5,0,300,,,,-0.947929424
7,0,500,,,,-0.731593929
2,0,750,,,,-0.461174561
12,0,1000,,,,-0.190755192
10,0,1500,,,,0.350083546
14,1,1700,,,,0.566419041
6,0,600,,,,-0.623426182
3,0,1400,,,,0.241915798
17,0,250,,,,-1.002013298
9,0,550,,,,-0.677510056
17,0,1200,,,,0.025580303
16,0,500,,,,-0.731593929
15,1,2200,,,,1.107257778
4,0,600,,,,-0.623426182
9,0,1600,,,,0.458251293
2,0,700,,,,-0.515258434
18,0,900,,,,-0.298922939
5,0,350,,,,-0.893845551
4,0,1000,,,,-0.190755192
2,0,450,,,,-0.785677803
18,0,2795,,,,1.750855876
19,0,1000,,,,-0.190755192
9,1,850,,,,-0.353006813
2,0,700,,,,-0.515258434
3,0,850,,,,-0.353006813
3,0,850,,,,-0.353006813
8,0,3500,,,,2.513438496
3,0,1500,,,,0.350083546
5,0,600,,,,-0.623426182
