breed,heritage,price,,,,with outlier,w/o outlier
12,0,1400,,,,0.241915798,0.455897828
20,0,1500,,,,0.350083546,0.612831142
7,0,1200,,,,0.025580303,0.1420312
9,0,500,,,,-0.731593929,-0.956501996
7,0,1475,,,,0.323041609,0.573597813
16,0,2500,,,,1.431761021,2.18216428
2,0,300,,,,-0.947929424,-1.270368624
15,0,1500,,,,0.350083546,0.612831142
19,1,2000,,,,0.890922283,1.397497711
18,0,1300,,,,0.133748051,0.298964514
14,0,900,,,,-0.298922939,-0.328768741
7,0,300,,,,-0.947929424,-1.270368624
20,0,2395,,,,1.318184886,2.017384301
6,0,550,,,,-0.677510056,-0.878035339
10,0,650,,,,-0.569342308,-0.721102025
16,0,3000,,,,1.972599758,2.966830849
4,0,550,,,,-0.677510056,-0.878035339
7,0,1200,,,,0.025580303,0.1420312
1,1,2000,,,,0.890922283,1.397497711
1,1,1700,,,,0.566419041,0.92669777
2,0,50,,,,-1.218348793,-1.662701908
10,0,1400,,,,0.241915798,0.455897828
3,1,1350,,,,0.187831924,0.377431171
4,0,950,,,,-0.244839066,-0.250302084
11,0,900,,,,-0.298922939,-0.328768741
16,0,350,,,,-0.893845551,-1.191901967
7,0,500,,,,-0.731593929,-0.956501996
18,0,500,,,,-0.731593929,-0.956501996
14,0,1000,,,,-0.190755192,-0.171835427
5,0,650,,,,-0.569342308,-0.721102025
20,0,2000,,,,0.890922283,1.397497711
4,0,400,,,,-0.839761677,-1.11343531
6,0,500,,,,-0.731593929,-0.956501996
9,0,1500,,,,0.350083546,0.612831142
17,0,800,,,,-0.407090687,-0.485702055
4,0,1200,,,,0.025580303,0.1420312
15,0,3200,,,,2.188935253,3.280697477
16,0,799,,,,-0.408172364,-0.487271388
14,1,3500,,,,2.513438496,3.751497418
9,0,700,,,,-0.515258434,-0.642635369
18,0,1500,,,,0.350083546,0.612831142
10,0,1000,,,,-0.190755192,-0.171835427
14,1,1200,,,,0.025580303,0.1420312
10,0,1850,,,,0.728670662,1.16209774
2,0,300,,,,-0.947929424,-1.270368624
9,0,300,,,,-0.947929424,-1.270368624
5,0,300,,,,-0.947929424,-1.270368624
11,1,1200,,,,0.025580303,0.1420312
20,0,850,,,,-0.353006813,-0.407235398
10,0,650,,,,-0.569342308,-0.721102025
9,0,700,,,,-0.515258434,-0.642635369
17,0,1000,,,,-0.190755192,-0.171835427
7,0,1000,,,,-0.190755192,-0.171835427
5,0,1000,,,,-0.190755192,-0.171835427
9,0,795,,,,-0.412499074,-0.49354872
13,0,600,,,,-0.623426182,-0.799568682
4,0,850,,,,-0.353006813,-0.407235398
14,0,200,,,,-1.056097172,-1.427301938
3,0,1200,,,,0.025580303,0.1420312
18,0,800,,,,-0.407090687,-0.485702055
15,0,1500,,,,0.350083546,0.612831142
17,0,700,,,,-0.515258434,-0.642635369
16,0,1200,,,,0.025580303,0.1420312
11,0,1200,,,,0.025580303,0.1420312
10,0,750,,,,-0.461174561,-0.564168712
2,0,600,,,,-0.623426182,-0.799568682
7,0,1000,,,,-0.190755192,-0.171835427
18,0,1800,,,,0.674586788,1.083631083
17,0,500,,,,-0.731593929,-0.956501996
16,0,800,,,,-0.407090687,-0.485702055
10,0,1500,,,,0.350083546,0.612831142
8,0,2000,,,,0.890922283,1.397497711
7,0,950,,,,-0.244839066,-0.250302084
14,1,1400,,,,0.241915798,0.455897828
14,1,1800,,,,0.674586788,1.083631083
8,0,2000,,,,0.890922283,1.397497711
16,0,799,,,,-0.408172364,-0.487271388
7,0,450,,,,-0.785677803,-1.034968653
2,0,300,,,,-0.947929424,-1.270368624
18,0,900,,,,-0.298922939,-0.328768741
7,0,750,,,,-0.461174561,-0.564168712
5,0,400,,,,-0.839761677,-1.11343531
7,0,700,,,,-0.515258434,-0.642635369
9,0,700,,,,-0.515258434,-0.642635369
6,0,1500,,,,0.350083546,0.612831142
20,0,800,,,,-0.407090687,-0.485702055
14,1,1800,,,,0.674586788,1.083631083
7,0,750,,,,-0.461174561,-0.564168712
3,1,1845,,,,0.723262274,1.154251075
5,0,600,,,,-0.623426182,-0.799568682
3,0,1500,,,,0.350083546,0.612831142
5,1,600,,,,-0.623426182,-0.799568682
14,0,1100,,,,-0.082587444,-0.014902113
7,0,600,,,,-0.623426182,-0.799568682
3,1,2800,,,,1.756264263,2.652964221
13,1,654,,,,-0.565015598,-0.714824693
6,0,600,,,,-0.623426182,-0.799568682
18,0,1800,,,,0.674586788,1.083631083
9,0,1200,,,,0.025580303,0.1420312
16,0,400,,,,-0.839761677,-1.11343531
6,0,600,,,,-0.623426182,-0.799568682
10,0,600,,,,-0.623426182,-0.799568682
4,0,1000,,,,-0.190755192,-0.171835427
13,0,1000,,,,-0.190755192,-0.171835427
7,0,600,,,,-0.623426182,-0.799568682
13,0,1500,,,,0.350083546,0.612831142
8,0,3500,,,,2.513438496,3.751497418
20,0,900,,,,-0.298922939,-0.328768741
20,0,1250,,,,0.079664177,0.220497857
16,0,800,,,,-0.407090687,-0.485702055
4,0,500,,,,-0.731593929,-0.956501996
13,0,1500,,,,0.350083546,0.612831142
8,0,2500,,,,1.431761021,2.18216428
1,0,800,,,,-0.407090687,-0.485702055
20,0,950,,,,-0.244839066,-0.250302084
17,0,600,,,,-0.623426182,-0.799568682
13,0,500,,,,-0.731593929,-0.956501996
1,0,900,,,,-0.298922939,-0.328768741
19,0,1000,,,,-0.190755192,-0.171835427
17,0,800,,,,-0.407090687,-0.485702055
3,0,1500,,,,0.350083546,0.612831142
14,1,1800,,,,0.674586788,1.083631083
20,1,1500,,,,0.350083546,0.612831142
20,1,1800,,,,0.674586788,1.083631083
13,0,300,,,,-0.947929424,-1.270368624
3,1,1845,,,,0.723262274,1.154251075
9,0,500,,,,-0.731593929,-0.956501996
6,0,550,,,,-0.677510056,-0.878035339
20,0,650,,,,-0.569342308,-0.721102025
1,0,400,,,,-0.839761677,-1.11343531
5,0,350,,,,-0.893845551,-1.191901967
10,0,895,,,,-0.304331327,-0.336615407
10,0,850,,,,-0.353006813,-0.407235398
14,1,1000,,,,-0.190755192,-0.171835427
6,0,1000,,,,-0.190755192,-0.171835427
16,0,800,,,,-0.407090687,-0.485702055
5,0,1280,,,,0.112114501,0.267577852
6,0,200,,,,-1.056097172,-1.427301938
17,0,600,,,,-0.623426182,-0.799568682
13,0,800,,,,-0.407090687,-0.485702055
7,0,800,,,,-0.407090687,-0.485702055
14,0,675,,,,-0.542300371,-0.681868697
4,0,725,,,,-0.488216498,-0.60340204
20,0,1500,,,,0.350083546,0.612831142
16,0,800,,,,-0.407090687,-0.485702055
18,0,900,,,,-0.298922939,-0.328768741
10,0,500,,,,-0.731593929,-0.956501996
1,0,1200,,,,0.025580303,0.1420312
17,0,650,,,,-0.569342308,-0.721102025
20,0,2500,,,,1.431761021,2.18216428
6,0,550,,,,-0.677510056,-0.878035339
4,0,1500,,,,0.350083546,0.612831142
20,0,750,,,,-0.461174561,-0.564168712
16,0,1200,,,,0.025580303,0.1420312
1,0,1000,,,,-0.190755192,-0.171835427
11,0,1000,,,,-0.190755192,-0.171835427
15,0,1500,,,,0.350083546,0.612831142
10,0,1200,,,,0.025580303,0.1420312
3,0,1950,,,,0.836838409,1.319031054
13,0,1000,,,,-0.190755192,-0.171835427
1,0,1000,,,,-0.190755192,-0.171835427
2,0,500,,,,-0.731593929,-0.956501996
1,0,700,,,,-0.515258434,-0.642635369
17,0,500,,,,-0.731593929,-0.956501996
10,0,1700,,,,0.566419041,0.92669777
17,0,700,,,,-0.515258434,-0.642635369
16,0,700,,,,-0.515258434,-0.642635369
18,0,1200,,,,0.025580303,0.1420312
17,0,150,,,,-1.110181046,-1.505768595
20,0,1500,,,,0.350083546,0.612831142
4,0,350,,,,-0.893845551,-1.191901967
3,0,400,,,,-0.839761677,-1.11343531
7,0,600,,,,-0.623426182,-0.799568682
4,0,1000,,,,-0.190755192,-0.171835427
9,0,400,,,,-0.839761677,-1.11343531
6,0,575,,,,-0.650468119,-0.838802011
9,0,1200,,,,0.025580303,0.1420312
9,0,750,,,,-0.461174561,-0.564168712
10,0,800,,,,-0.407090687,-0.485702055
13,0,1600,,,,0.458251293,0.769764456
16,0,600,,,,-0.623426182,-0.799568682
17,0,750,,,,-0.461174561,-0.564168712
4,0,1500,,,,0.350083546,0.612831142
3,1,3500,,,,2.513438496,3.751497418
4,0,850,,,,-0.353006813,-0.407235398
18,0,400,,,,-0.839761677,-1.11343531
2,0,500,,,,-0.731593929,-0.956501996
1,0,1200,,,,0.025580303,0.1420312
11,0,2500,,,,1.431761021,2.18216428
5,0,700,,,,-0.515258434,-0.642635369
9,0,650,,,,-0.569342308,-0.721102025
1,0,650,,,,-0.569342308,-0.721102025
7,0,750,,,,-0.461174561,-0.564168712
10,0,750,,,,-0.461174561,-0.564168712
2,0,300,,,,-0.947929424,-1.270368624
13,0,650,,,,-0.569342308,-0.721102025
13,0,1000,,,,-0.190755192,-0.171835427
2,1,700,,,,-0.515258434,-0.642635369
2,0,900,,,,-0.298922939,-0.328768741
20,1,1000,,,,-0.190755192,-0.171835427
8,0,1900,,,,0.782754536,1.240564397
12,1,1000,,,,-0.190755192,-0.171835427
20,0,1800,,,,0.674586788,1.083631083
18,0,1500,,,,0.350083546,0.612831142
3,0,1800,,,,0.674586788,1.083631083
14,0,800,,,,-0.407090687,-0.485702055
12,0,2000,,,,0.890922283,1.397497711
5,0,400,,,,-0.839761677,-1.11343531
13,0,300,,,,-0.947929424,-1.270368624
2,0,400,,,,-0.839761677,-1.11343531
10,0,800,,,,-0.407090687,-0.485702055
2,0,400,,,,-0.839761677,-1.11343531
18,1,1000,,,,-0.190755192,-0.171835427
14,1,2500,,,,1.431761021,2.18216428
7,0,600,,,,-0.623426182,-0.799568682
14,1,1800,,,,0.674586788,1.083631083
10,0,650,,,,-0.569342308,-0.721102025
8,0,3500,,,,2.513438496,3.751497418
18,0,1300,,,,0.133748051,0.298964514
20,0,750,,,,-0.461174561,-0.564168712
10,0,550,,,,-0.677510056,-0.878035339
10,0,700,,,,-0.515258434,-0.642635369
14,1,1800,,,,0.674586788,1.083631083
17,0,750,,,,-0.461174561,-0.564168712
18,0,1000,,,,-0.190755192,-0.171835427
4,0,1000,,,,-0.190755192,-0.171835427
10,0,1800,,,,0.674586788,1.083631083
18,0,1300,,,,0.133748051,0.298964514
5,0,1200,,,,0.025580303,0.1420312
20,0,1000,,,,-0.190755192,-0.171835427
9,0,650,,,,-0.569342308,-0.721102025
6,1,1200,,,,0.025580303,0.1420312
4,1,1000,,,,-0.190755192,-0.171835427
20,0,2000,,,,0.890922283,1.397497711
13,0,895,,,,-0.304331327,-0.336615407
10,0,750,,,,-0.461174561,-0.564168712
20,0,1250,,,,0.079664177,0.220497857
17,0,695,,,,-0.520666822,-0.650482034
11,1,1200,,,,0.025580303,0.1420312
8,0,1800,,,,0.674586788,1.083631083
20,0,700,,,,-0.515258434,-0.642635369
6,0,1500,,,,0.350083546,0.612831142
17,0,400,,,,-0.839761677,-1.11343531
15,0,2200,,,,1.107257778,1.711364339
12,0,1000,,,,-0.190755192,-0.171835427
5,0,300,,,,-0.947929424,-1.270368624
11,0,600,,,,-0.623426182,-0.799568682
11,0,1000,,,,-0.190755192,-0.171835427
18,1,1250,,,,0.079664177,0.220497857
11,0,1000,,,,-0.190755192,-0.171835427
2,0,500,,,,-0.731593929,-0.956501996
16,0,400,,,,-0.839761677,-1.11343531
6,0,850,,,,-0.353006813,-0.407235398
19,0,1000,,,,-0.190755192,-0.171835427
14,0,1050,,,,-0.136671318,-0.09336877
8,0,2250,,,,1.161341652,1.789830996
4,0,1200,,,,0.025580303,0.1420312
3,0,1300,,,,0.133748051,0.298964514
3,0,1170,,,,-0.006870021,0.094951206
5,0,500,,,,-0.731593929,-0.956501996
2,0,600,,,,-0.623426182,-0.799568682
7,1,700,,,,-0.515258434,-0.642635369
11,0,500,,,,-0.731593929,-0.956501996
4,0,400,,,,-0.839761677,-1.11343531
4,0,900,,,,-0.298922939,-0.328768741
20,0,850,,,,-0.353006813,-0.407235398
18,0,700,,,,-0.515258434,-0.642635369
17,0,750,,,,-0.461174561,-0.564168712
10,0,900,,,,-0.298922939,-0.328768741
16,0,800,,,,-0.407090687,-0.485702055
5,0,700,,,,-0.515258434,-0.642635369
3,0,1500,,,,0.350083546,0.612831142
9,0,1000,,,,-0.190755192,-0.171835427
19,0,1000,,,,-0.190755192,-0.171835427
20,0,750,,,,-0.461174561,-0.564168712
18,0,600,,,,-0.623426182,-0.799568682
18,0,1500,,,,0.350083546,0.612831142
1,1,1650,,,,0.512335167,0.848231113
4,0,850,,,,-0.353006813,-0.407235398
2,0,500,,,,-0.731593929,-0.956501996
17,0,825,,,,-0.38004875,-0.446468726
3,0,1500,,,,0.350083546,0.612831142
10,0,1200,,,,0.025580303,0.1420312
19,0,1000,,,,-0.190755192,-0.171835427
2,0,350,,,,-0.893845551,-1.191901967
15,0,2000,,,,0.890922283,1.397497711
17,0,799,,,,-0.408172364,-0.487271388
19,0,800,,,,-0.407090687,-0.485702055
15,0,1100,,,,-0.082587444,-0.014902113
20,0,600,,,,-0.623426182,-0.799568682
2,0,650,,,,-0.569342308,-0.721102025
4,0,700,,,,-0.515258434,-0.642635369
14,0,350,,,,-0.893845551,-1.191901967
16,0,1400,,,,0.241915798,0.455897828
13,0,400,,,,-0.839761677,-1.11343531
8,0,1400,,,,0.241915798,0.455897828
20,1,1200,,,,0.025580303,0.1420312
4,0,850,,,,-0.353006813,-0.407235398
3,0,700,,,,-0.515258434,-0.642635369
6,0,700,,,,-0.515258434,-0.642635369
17,0,650,,,,-0.569342308,-0.721102025
14,0,1200,,,,0.025580303,0.1420312
7,0,500,,,,-0.731593929,-0.956501996
12,0,1200,,,,0.025580303,0.1420312
1,0,1000,,,,-0.190755192,-0.171835427
6,0,1500,,,,0.350083546,0.612831142
11,0,1100,,,,-0.082587444,-0.014902113
20,0,1200,,,,0.025580303,0.1420312
8,0,3299,,,,2.296021323,3.436061457
6,0,1000,,,,-0.190755192,-0.171835427
7,0,800,,,,-0.407090687,-0.485702055
11,0,1300,,,,0.133748051,0.298964514
18,0,500,,,,-0.731593929,-0.956501996
3,0,1200,,,,0.025580303,0.1420312
18,0,500,,,,-0.731593929,-0.956501996
6,0,500,,,,-0.731593929,-0.956501996
6,0,500,,,,-0.731593929,-0.956501996
13,1,1000,,,,-0.190755192,-0.171835427
17,0,700,,,,-0.515258434,-0.642635369
1,0,900,,,,-0.298922939,-0.328768741
4,0,700,,,,-0.515258434,-0.642635369
9,0,250,,,,-1.002013298,-1.348835281
6,0,800,,,,-0.407090687,-0.485702055
17,0,600,,,,-0.623426182,-0.799568682
16,0,2000,,,,0.890922283,1.397497711
4,0,850,,,,-0.353006813,-0.407235398
18,0,1300,,,,0.133748051,0.298964514
8,0,1800,,,,0.674586788,1.083631083
5,0,1500,,,,0.350083546,0.612831142
10,0,850,,,,-0.353006813,-0.407235398
4,0,650,,,,-0.569342308,-0.721102025
18,0,1600,,,,0.458251293,0.769764456
11,0,1800,,,,0.674586788,1.083631083
14,0,500,,,,-0.731593929,-0.956501996
16,0,850,,,,-0.353006813,-0.407235398
3,0,795,,,,-0.412499074,-0.49354872
11,0,800,,,,-0.407090687,-0.485702055
7,0,750,,,,-0.461174561,-0.564168712
10,0,850,,,,-0.353006813,-0.407235398
8,0,1800,,,,0.674586788,1.083631083
13,0,1000,,,,-0.190755192,-0.171835427
20,0,2000,,,,0.890922283,1.397497711
16,0,1300,,,,0.133748051,0.298964514
13,0,600,,,,-0.623426182,-0.799568682
6,0,850,,,,-0.353006813,-0.407235398
4,0,1200,,,,0.025580303,0.1420312
5,0,1500,,,,0.350083546,0.612831142
1,0,1400,,,,0.241915798,0.455897828
7,0,750,,,,-0.461174561,-0.564168712
4,0,800,,,,-0.407090687,-0.485702055
16,0,1800,,,,0.674586788,1.083631083
20,0,1000,,,,-0.190755192,-0.171835427
1,0,1550,,,,0.404167419,0.691297799
9,0,1200,,,,0.025580303,0.1420312
7,0,1200,,,,0.025580303,0.1420312
2,1,400,,,,-0.839761677,-1.11343531
1,0,900,,,,-0.298922939,-0.328768741
2,0,700,,,,-0.515258434,-0.642635369
16,0,2400,,,,1.323593273,2.025230966
15,0,1000,,,,-0.190755192,-0.171835427
1,0,1000,,,,-0.190755192,-0.171835427
4,0,450,,,,-0.785677803,-1.034968653
20,0,395,,,,-0.845170064,-1.121281976
13,0,1000,,,,-0.190755192,-0.171835427
9,0,500,,,,-0.731593929,-0.956501996
6,0,1250,,,,0.079664177,0.220497857
10,0,2300,,,,1.215425526,1.868297652
9,0,500,,,,-0.731593929,-0.956501996
18,0,899,,,,-0.300004617,-0.330338074
8,0,3500,,,,2.513438496,3.751497418
14,0,1500,,,,0.350083546,0.612831142
3,0,1000,,,,-0.190755192,-0.171835427
6,0,500,,,,-0.731593929,-0.956501996
18,0,750,,,,-0.461174561,-0.564168712
3,0,1400,,,,0.241915798,0.455897828
4,0,650,,,,-0.569342308,-0.721102025
20,0,895,,,,-0.304331327,-0.336615407
6,0,800,,,,-0.407090687,-0.485702055
4,0,795,,,,-0.412499074,-0.49354872
2,0,200,,,,-1.056097172,-1.427301938
16,0,700,,,,-0.515258434,-0.642635369
10,0,1500,,,,0.350083546,0.612831142
6,0,300,,,,-0.947929424,-1.270368624
4,0,1200,,,,0.025580303,0.1420312
20,0,899,,,,-0.300004617,-0.330338074
13,0,1200,,,,0.025580303,0.1420312
9,0,1400,,,,0.241915798,0.455897828
16,0,290,,,,-0.958746199,-1.286061955
2,0,500,,,,-0.731593929,-0.956501996
5,1,800,,,,-0.407090687,-0.485702055
16,0,950,,,,-0.244839066,-0.250302084
10,0,1000,,,,-0.190755192,-0.171835427
9,0,380,,,,-0.861395226,-1.144821973
3,0,1500,,,,0.350083546,0.612831142
18,0,2000,,,,0.890922283,1.397497711
13,0,1000,,,,-0.190755192,-0.171835427
5,0,50,,,,-1.218348793,-1.662701908
18,0,500,,,,-0.731593929,-0.956501996
7,0,1500,,,,0.350083546,0.612831142
17,0,500,,,,-0.731593929,-0.956501996
2,1,750,,,,-0.461174561,-0.564168712
10,0,850,,,,-0.353006813,-0.407235398
7,0,600,,,,-0.623426182,-0.799568682
18,0,1895,,,,0.777346148,1.232717731
3,0,1400,,,,0.241915798,0.455897828
12,0,1400,,,,0.241915798,0.455897828
8,1,3500,,,,2.513438496,3.751497418
15,0,2000,,,,0.890922283,1.397497711
8,0,3500,,,,2.513438496,3.751497418
7,0,500,,,,-0.731593929,-0.956501996
2,0,300,,,,-0.947929424,-1.270368624
16,0,800,,,,-0.407090687,-0.485702055
10,0,1500,,,,0.350083546,0.612831142
4,0,700,,,,-0.515258434,-0.642635369
2,0,800,,,,-0.407090687,-0.485702055
13,0,900,,,,-0.298922939,-0.328768741
3,1,1150,,,,-0.028503571,0.063564544
12,0,1600,,,,0.458251293,0.769764456
4,0,750,,,,-0.461174561,-0.564168712
3,0,950,,,,-0.244839066,-0.250302084
18,0,950,,,,-0.244839066,-0.250302084
13,0,1200,,,,0.025580303,0.1420312
13,0,1075,,,,-0.109629381,-0.054135442
5,0,2500,,,,1.431761021,2.18216428
9,0,900,,,,-0.298922939,-0.328768741
13,1,1500,,,,0.350083546,0.612831142
3,0,1800,,,,0.674586788,1.083631083
5,0,1000,,,,-0.190755192,-0.171835427
18,0,1000,,,,-0.190755192,-0.171835427
13,0,800,,,,-0.407090687,-0.485702055
14,0,750,,,,-0.461174561,-0.564168712
13,0,1000,,,,-0.190755192,-0.171835427
11,0,800,,,,-0.407090687,-0.485702055
7,0,700,,,,-0.515258434,-0.642635369
9,0,800,,,,-0.407090687,-0.485702055
5,0,650,,,,-0.569342308,-0.721102025
5,0,700,,,,-0.515258434,-0.642635369
2,0,500,,,,-0.731593929,-0.956501996
11,0,1100,,,,-0.082587444,-0.014902113
12,0,1650,,,,0.512335167,0.848231113
3,0,975,,,,-0.217797129,-0.211068756
14,1,1500,,,,0.350083546,0.612831142
16,0,800,,,,-0.407090687,-0.485702055
1,0,1500,,,,0.350083546,0.612831142
8,1,2500,,,,1.431761021,2.18216428
6,1,1200,,,,0.025580303,0.1420312
7,0,500,,,,-0.731593929,-0.956501996
17,0,600,,,,-0.623426182,-0.799568682
3,0,1300,,,,0.133748051,0.298964514
17,0,600,,,,-0.623426182,-0.799568682
1,0,850,,,,-0.353006813,-0.407235398
8,0,800,,,,-0.407090687,-0.485702055
20,0,3500,,,,2.513438496,3.751497418
3,1,1900,,,,0.782754536,1.240564397
13,0,1500,,,,0.350083546,0.612831142
13,0,400,,,,-0.839761677,-1.11343531
4,0,900,,,,-0.298922939,-0.328768741
1,0,1000,,,,-0.190755192,-0.171835427
9,0,1200,,,,0.025580303,0.1420312
11,0,1500,,,,0.350083546,0.612831142
9,0,1800,,,,0.674586788,1.083631083
10,0,800,,,,-0.407090687,-0.485702055
17,0,800,,,,-0.407090687,-0.485702055
18,0,1000,,,,-0.190755192,-0.171835427
20,0,700,,,,-0.515258434,-0.642635369
19,0,1000,,,,-0.190755192,-0.171835427
7,0,1200,,,,0.025580303,0.1420312
7,0,950,,,,-0.244839066,-0.250302084
13,0,2000,,,,0.890922283,1.397497711
17,0,900,,,,-0.298922939,-0.328768741
11,0,1200,,,,0.025580303,0.1420312
17,0,650,,,,-0.569342308,-0.721102025
3,0,700,,,,-0.515258434,-0.642635369
16,0,1400,,,,0.241915798,0.455897828
4,0,750,,,,-0.461174561,-0.564168712
1,0,650,,,,-0.569342308,-0.721102025
11,0,900,,,,-0.298922939,-0.328768741
13,0,700,,,,-0.515258434,-0.642635369
1,1,1800,,,,0.674586788,1.083631083
17,1,900,,,,-0.298922939,-0.328768741
7,0,600,,,,-0.623426182,-0.799568682
9,1,3500,,,,2.513438496,3.751497418
3,0,1500,,,,0.350083546,0.612831142
8,0,3000,,,,1.972599758,2.966830849
14,0,900,,,,-0.298922939,-0.328768741
20,0,899,,,,-0.300004617,-0.330338074
9,1,1500,,,,0.350083546,0.612831142
5,0,1500,,,,0.350083546,0.612831142
17,0,700,,,,-0.515258434,-0.642635369
6,0,1500,,,,0.350083546,0.612831142
4,0,1500,,,,0.350083546,0.612831142
5,1,800,,,,-0.407090687,-0.485702055
5,0,1200,,,,0.025580303,0.1420312
2,0,300,,,,-0.947929424,-1.270368624
10,0,1600,,,,0.458251293,0.769764456
1,0,650,,,,-0.569342308,-0.721102025
13,0,900,,,,-0.298922939,-0.328768741
7,0,700,,,,-0.515258434,-0.642635369
19,1,2000,,,,0.890922283,1.397497711
3,0,1000,,,,-0.190755192,-0.171835427
9,0,600,,,,-0.623426182,-0.799568682
6,0,2200,,,,1.107257778,1.711364339
17,0,700,,,,-0.515258434,-0.642635369
17,0,750,,,,-0.461174561,-0.564168712
10,0,950,,,,-0.244839066,-0.250302084
13,0,1100,,,,-0.082587444,-0.014902113
1,1,1000,,,,-0.190755192,-0.171835427
17,0,750,,,,-0.461174561,-0.564168712
10,0,850,,,,-0.353006813,-0.407235398
9,0,1200,,,,0.025580303,0.1420312
3,0,2000,,,,0.890922283,1.397497711
4,0,700,,,,-0.515258434,-0.642635369
7,0,500,,,,-0.731593929,-0.956501996
18,0,900,,,,-0.298922939,-0.328768741
11,0,1200,,,,0.025580303,0.1420312
4,1,850,,,,-0.353006813,-0.407235398
13,0,850,,,,-0.353006813,-0.407235398
20,0,3000,,,,1.972599758,2.966830849
2,0,600,,,,-0.623426182,-0.799568682
17,0,650,,,,-0.569342308,-0.721102025
13,0,700,,,,-0.515258434,-0.642635369
18,0,1000,,,,-0.190755192,-0.171835427
2,1,500,,,,-0.731593929,-0.956501996
4,0,600,,,,-0.623426182,-0.799568682
14,1,1000,,,,-0.190755192,-0.171835427
5,0,650,,,,-0.569342308,-0.721102025
4,0,1500,,,,0.350083546,0.612831142
1,1,2300,,,,1.215425526,1.868297652
13,0,1800,,,,0.674586788,1.083631083
4,0,500,,,,-0.731593929,-0.956501996
2,0,495,,,,-0.737002317,-0.964348662
16,0,650,,,,-0.569342308,-0.721102025
4,0,1075,,,,-0.109629381,-0.054135442
7,0,600,,,,-0.623426182,-0.799568682
15,0,500,,,,-0.731593929,-0.956501996
7,0,450,,,,-0.785677803,-1.034968653
10,0,1000,,,,-0.190755192,-0.171835427
1,0,1500,,,,0.350083546,0.612831142
18,1,1500,,,,0.350083546,0.612831142
10,0,2200,,,,1.107257778,1.711364339
7,0,600,,,,-0.623426182,-0.799568682
18,0,899,,,,-0.300004617,-0.330338074
12,0,1200,,,,0.025580303,0.1420312
11,0,1000,,,,-0.190755192,-0.171835427
10,0,1000,,,,-0.190755192,-0.171835427
9,0,1500,,,,0.350083546,0.612831142
6,0,1500,,,,0.350083546,0.612831142
11,0,1200,,,,0.025580303,0.1420312
11,1,1200,,,,0.025580303,0.1420312
8,0,2600,,,,1.539928768,2.339097594
9,0,1400,,,,0.241915798,0.455897828
12,0,900,,,,-0.298922939,-0.328768741
20,0,1200,,,,0.025580303,0.1420312
4,0,550,,,,-0.677510056,-0.878035339
14,0,2500,,,,1.431761021,2.18216428
18,0,1300,,,,0.133748051,0.298964514
16,0,1050,,,,-0.136671318,-0.09336877
12,0,1500,,,,0.350083546,0.612831142
5,0,1200,,,,0.025580303,0.1420312
18,0,900,,,,-0.298922939,-0.328768741
1,0,800,,,,-0.407090687,-0.485702055
18,0,850,,,,-0.353006813,-0.407235398
18,1,2000,,,,0.890922283,1.397497711
6,0,800,,,,-0.407090687,-0.485702055
4,1,1000,,,,-0.190755192,-0.171835427
13,0,800,,,,-0.407090687,-0.485702055
2,0,400,,,,-0.839761677,-1.11343531
11,0,800,,,,-0.407090687,-0.485702055
7,0,1200,,,,0.025580303,0.1420312
4,0,600,,,,-0.623426182,-0.799568682
15,1,2500,,,,1.431761021,2.18216428
1,0,1175,,,,-0.001461634,0.102797872
11,1,1250,,,,0.079664177,0.220497857
8,0,2700,,,,1.648096516,2.496030908
3,0,1500,,,,0.350083546,0.612831142
14,1,3500,,,,2.513438496,3.751497418
9,0,500,,,,-0.731593929,-0.956501996
18,0,1500,,,,0.350083546,0.612831142
13,0,975,,,,-0.217797129,-0.211068756
17,0,1000,,,,-0.190755192,-0.171835427
11,0,1500,,,,0.350083546,0.612831142
14,1,1800,,,,0.674586788,1.083631083
4,0,650,,,,-0.569342308,-0.721102025
1,0,1200,,,,0.025580303,0.1420312
20,0,800,,,,-0.407090687,-0.485702055
11,0,1200,,,,0.025580303,0.1420312
3,0,2000,,,,0.890922283,1.397497711
3,0,995,,,,-0.196163579,-0.179682093
3,0,1500,,,,0.350083546,0.612831142
16,0,1500,,,,0.350083546,0.612831142
16,0,2200,,,,1.107257778,1.711364339
17,0,900,,,,-0.298922939,-0.328768741
9,1,1200,,,,0.025580303,0.1420312
7,0,600,,,,-0.623426182,-0.799568682
8,0,1950,,,,0.836838409,1.319031054
14,1,3800,,,,2.837941738,4.22229736
11,0,200,,,,-1.056097172,-1.427301938
1,1,2000,,,,0.890922283,1.397497711
1,0,1400,,,,0.241915798,0.455897828
16,0,1000,,,,-0.190755192,-0.171835427
8,0,1600,,,,0.458251293,0.769764456
3,0,1400,,,,0.241915798,0.455897828
4,0,1000,,,,-0.190755192,-0.171835427
5,0,550,,,,-0.677510056,-0.878035339
15,0,900,,,,-0.298922939,-0.328768741
7,0,600,,,,-0.623426182,-0.799568682
11,0,1500,,,,0.350083546,0.612831142
1,0,2200,,,,1.107257778,1.711364339
7,0,900,,,,-0.298922939,-0.328768741
1,0,800,,,,-0.407090687,-0.485702055
11,0,1000,,,,-0.190755192,-0.171835427
16,0,1500,,,,0.350083546,0.612831142
1,0,1000,,,,-0.190755192,-0.171835427
17,0,650,,,,-0.569342308,-0.721102025
