breed,heritage,price,,,,with outlier,w/o outlier
4,1,1750,,,,0.620502914,1.005164426
1,0,1000,,,,-0.190755192,-0.171835427
9,0,1750,,,,0.620502914,1.005164426
7,0,100,,,,-1.164264919,-1.584235251
5,0,1400,,,,0.241915798,0.455897828
6,0,1000,,,,-0.190755192,-0.171835427
18,0,800,,,,-0.407090687,-0.485702055
17,0,500,,,,-0.731593929,-0.956501996
11,0,1500,,,,0.350083546,0.612831142
4,0,200,,,,-1.056097172,-1.427301938
7,1,900,,,,-0.298922939,-0.328768741
7,0,600,,,,-0.623426182,-0.799568682
12,0,1600,,,,0.458251293,0.769764456
20,0,950,,,,-0.244839066,-0.250302084
5,0,1800,,,,0.674586788,1.083631083
17,0,500,,,,-0.731593929,-0.956501996
4,0,700,,,,-0.515258434,-0.642635369
11,1,1000,,,,-0.190755192,-0.171835427
17,0,800,,,,-0.407090687,-0.485702055
16,0,1050,,,,-0.136671318,-0.09336877
9,1,800,,,,-0.407090687,-0.485702055
7,0,800,,,,-0.407090687,-0.485702055
12,0,900,,,,-0.298922939,-0.328768741
14,0,1500,,,,0.350083546,0.612831142
20,0,3500,,,,2.513438496,3.751497418
6,0,650,,,,-0.569342308,-0.721102025
9,0,1400,,,,0.241915798,0.455897828
5,1,1200,,,,0.025580303,0.1420312
15,0,1500,,,,0.350083546,0.612831142
12,0,2000,,,,0.890922283,1.397497711
17,0,600,,,,-0.623426182,-0.799568682
13,0,900,,,,-0.298922939,-0.328768741
16,0,1000,,,,-0.190755192,-0.171835427
15,0,1500,,,,0.350083546,0.612831142
1,0,900,,,,-0.298922939,-0.328768741
10,0,1200,,,,0.025580303,0.1420312
5,0,1200,,,,0.025580303,0.1420312
3,0,1000,,,,-0.190755192,-0.171835427
8,0,3000,,,,1.972599758,2.966830849
16,0,595,,,,-0.628834569,-0.807415348
18,0,1000,,,,-0.190755192,-0.171835427
1,0,1500,,,,0.350083546,0.612831142
17,0,1000,,,,-0.190755192,-0.171835427
10,0,850,,,,-0.353006813,-0.407235398
3,0,1000,,,,-0.190755192,-0.171835427
9,0,650,,,,-0.569342308,-0.721102025
16,1,1600,,,,0.458251293,0.769764456
6,0,1200,,,,0.025580303,0.1420312
4,0,350,,,,-0.893845551,-1.191901967
3,0,1688,,,,0.553438911,0.907865772
18,0,1200,,,,0.025580303,0.1420312
1,0,900,,,,-0.298922939,-0.328768741
5,0,1350,,,,0.187831924,0.377431171
20,0,1200,,,,0.025580303,0.1420312
18,0,1200,,,,0.025580303,0.1420312
17,0,400,,,,-0.839761677,-1.11343531
2,0,250,,,,-1.002013298,-1.348835281
17,0,650,,,,-0.569342308,-0.721102025
6,0,800,,,,-0.407090687,-0.485702055
12,0,1600,,,,0.458251293,0.769764456
20,0,500,,,,-0.731593929,-0.956501996
4,0,700,,,,-0.515258434,-0.642635369
18,0,1000,,,,-0.190755192,-0.171835427
2,0,400,,,,-0.839761677,-1.11343531
18,0,1300,,,,0.133748051,0.298964514
13,0,350,,,,-0.893845551,-1.191901967
17,0,1200,,,,0.025580303,0.1420312
13,0,650,,,,-0.569342308,-0.721102025
4,0,900,,,,-0.298922939,-0.328768741
2,1,500,,,,-0.731593929,-0.956501996
1,0,700,,,,-0.515258434,-0.642635369
6,0,1350,,,,0.187831924,0.377431171
5,0,650,,,,-0.569342308,-0.721102025
16,0,500,,,,-0.731593929,-0.956501996
14,0,500,,,,-0.731593929,-0.956501996
5,1,1800,,,,0.674586788,1.083631083
9,0,1500,,,,0.350083546,0.612831142
12,0,1800,,,,0.674586788,1.083631083
9,1,1800,,,,0.674586788,1.083631083
5,0,300,,,,-0.947929424,-1.270368624
3,0,1000,,,,-0.190755192,-0.171835427
10,0,750,,,,-0.461174561,-0.564168712
14,0,1150,,,,-0.028503571,0.063564544
19,0,1250,,,,0.079664177,0.220497857
15,0,1550,,,,0.404167419,0.691297799
7,0,1000,,,,-0.190755192,-0.171835427
12,0,1500,,,,0.350083546,0.612831142
11,0,1000,,,,-0.190755192,-0.171835427
2,0,550,,,,-0.677510056,-0.878035339
20,0,1200,,,,0.025580303,0.1420312
9,0,595,,,,-0.628834569,-0.807415348
14,0,1500,,,,0.350083546,0.612831142
17,0,950,,,,-0.244839066,-0.250302084
19,0,1000,,,,-0.190755192,-0.171835427
18,0,1600,,,,0.458251293,0.769764456
10,0,900,,,,-0.298922939,-0.328768741
8,0,2000,,,,0.890922283,1.397497711
6,0,3000,,,,1.972599758,2.966830849
11,0,1200,,,,0.025580303,0.1420312
4,1,480,,,,-0.753227479,-0.987888659
3,1,1400,,,,0.241915798,0.455897828
18,1,3000,,,,1.972599758,2.966830849
3,1,1800,,,,0.674586788,1.083631083
5,0,700,,,,-0.515258434,-0.642635369
12,0,1200,,,,0.025580303,0.1420312
10,0,950,,,,-0.244839066,-0.250302084
3,0,850,,,,-0.353006813,-0.407235398
11,1,1200,,,,0.025580303,0.1420312
1,0,1100,,,,-0.082587444,-0.014902113
15,0,1000,,,,-0.190755192,-0.171835427
3,1,1250,,,,0.079664177,0.220497857
20,0,895,,,,-0.304331327,-0.336615407
11,0,1000,,,,-0.190755192,-0.171835427
14,1,2300,,,,1.215425526,1.868297652
1,0,2200,,,,1.107257778,1.711364339
7,0,1200,,,,0.025580303,0.1420312
3,0,700,,,,-0.515258434,-0.642635369
5,0,400,,,,-0.839761677,-1.11343531
20,0,900,,,,-0.298922939,-0.328768741
2,0,500,,,,-0.731593929,-0.956501996
13,0,1800,,,,0.674586788,1.083631083
6,0,1500,,,,0.350083546,0.612831142
6,0,1500,,,,0.350083546,0.612831142
17,0,550,,,,-0.677510056,-0.878035339
15,0,2500,,,,1.431761021,2.18216428
10,0,700,,,,-0.515258434,-0.642635369
10,0,800,,,,-0.407090687,-0.485702055
18,0,1200,,,,0.025580303,0.1420312
17,0,600,,,,-0.623426182,-0.799568682
14,1,2500,,,,1.431761021,2.18216428
14,0,400,,,,-0.839761677,-1.11343531
16,0,950,,,,-0.244839066,-0.250302084
2,0,600,,,,-0.623426182,-0.799568682
7,0,900,,,,-0.298922939,-0.328768741
20,0,1300,,,,0.133748051,0.298964514
18,0,600,,,,-0.623426182,-0.799568682
11,0,1750,,,,0.620502914,1.005164426
4,1,1000,,,,-0.190755192,-0.171835427
18,0,1400,,,,0.241915798,0.455897828
13,0,1000,,,,-0.190755192,-0.171835427
9,0,300,,,,-0.947929424,-1.270368624
7,1,900,,,,-0.298922939,-0.328768741
9,0,2500,,,,1.431761021,2.18216428
16,0,900,,,,-0.298922939,-0.328768741
3,0,1500,,,,0.350083546,0.612831142
16,0,1200,,,,0.025580303,0.1420312
16,0,800,,,,-0.407090687,-0.485702055
16,0,1000,,,,-0.190755192,-0.171835427
11,0,1100,,,,-0.082587444,-0.014902113
17,0,800,,,,-0.407090687,-0.485702055
13,0,1200,,,,0.025580303,0.1420312
8,0,2500,,,,1.431761021,2.18216428
7,0,1000,,,,-0.190755192,-0.171835427
12,0,1200,,,,0.025580303,0.1420312
12,1,2750,,,,1.702180389,2.574497565
6,0,700,,,,-0.515258434,-0.642635369
8,0,2899,,,,1.863350333,2.808328202
7,0,650,,,,-0.569342308,-0.721102025
11,0,300,,,,-0.947929424,-1.270368624
11,0,800,,,,-0.407090687,-0.485702055
9,0,1100,,,,-0.082587444,-0.014902113
10,0,750,,,,-0.461174561,-0.564168712
7,0,1000,,,,-0.190755192,-0.171835427
5,0,300,,,,-0.947929424,-1.270368624
10,0,895,,,,-0.304331327,-0.336615407
11,0,600,,,,-0.623426182,-0.799568682
7,0,1250,,,,0.079664177,0.220497857
3,0,1000,,,,-0.190755192,-0.171835427
8,0,1800,,,,0.674586788,1.083631083
18,0,800,,,,-0.407090687,-0.485702055
13,0,900,,,,-0.298922939,-0.328768741
14,0,1500,,,,0.350083546,0.612831142
11,0,1500,,,,0.350083546,0.612831142
6,1,1200,,,,0.025580303,0.1420312
1,0,1200,,,,0.025580303,0.1420312
7,0,950,,,,-0.244839066,-0.250302084
14,0,800,,,,-0.407090687,-0.485702055
12,0,1850,,,,0.728670662,1.16209774
2,0,800,,,,-0.407090687,-0.485702055
7,0,500,,,,-0.731593929,-0.956501996
2,0,695,,,,-0.520666822,-0.650482034
1,0,150,,,,-1.110181046,-1.505768595
1,0,1200,,,,0.025580303,0.1420312
13,0,1000,,,,-0.190755192,-0.171835427
7,1,954,,,,-0.240512356,-0.244024751
1,0,900,,,,-0.298922939,-0.328768741
13,0,1200,,,,0.025580303,0.1420312
15,1,2500,,,,1.431761021,2.18216428
17,0,800,,,,-0.407090687,-0.485702055
17,0,900,,,,-0.298922939,-0.328768741
5,0,600,,,,-0.623426182,-0.799568682
14,0,600,,,,-0.623426182,-0.799568682
8,0,3000,,,,1.972599758,2.966830849
4,0,900,,,,-0.298922939,-0.328768741
20,0,1600,,,,0.458251293,0.769764456
2,0,700,,,,-0.515258434,-0.642635369
10,0,2000,,,,0.890922283,1.397497711
20,0,1000,,,,-0.190755192,-0.171835427
10,0,900,,,,-0.298922939,-0.328768741
15,1,1650,,,,0.512335167,0.848231113
14,0,800,,,,-0.407090687,-0.485702055
15,0,500,,,,-0.731593929,-0.956501996
2,0,150,,,,-1.110181046,-1.505768595
17,0,800,,,,-0.407090687,-0.485702055
6,0,1000,,,,-0.190755192,-0.171835427
6,0,1200,,,,0.025580303,0.1420312
2,0,600,,,,-0.623426182,-0.799568682
5,0,1900,,,,0.782754536,1.240564397
4,0,400,,,,-0.839761677,-1.11343531
14,0,600,,,,-0.623426182,-0.799568682
9,0,800,,,,-0.407090687,-0.485702055
16,0,700,,,,-0.515258434,-0.642635369
1,1,2000,,,,0.890922283,1.397497711
15,1,2500,,,,1.431761021,2.18216428
13,0,1200,,,,0.025580303,0.1420312
5,0,600,,,,-0.623426182,-0.799568682
5,0,300,,,,-0.947929424,-1.270368624
7,0,500,,,,-0.731593929,-0.956501996
2,0,750,,,,-0.461174561,-0.564168712
12,0,1000,,,,-0.190755192,-0.171835427
10,0,1500,,,,0.350083546,0.612831142
14,1,1700,,,,0.566419041,0.92669777
6,0,600,,,,-0.623426182,-0.799568682
3,0,1400,,,,0.241915798,0.455897828
17,0,250,,,,-1.002013298,-1.348835281
9,0,550,,,,-0.677510056,-0.878035339
17,0,1200,,,,0.025580303,0.1420312
16,0,500,,,,-0.731593929,-0.956501996
15,1,2200,,,,1.107257778,1.711364339
4,0,600,,,,-0.623426182,-0.799568682
9,0,1600,,,,0.458251293,0.769764456
2,0,700,,,,-0.515258434,-0.642635369
18,0,900,,,,-0.298922939,-0.328768741
5,0,350,,,,-0.893845551,-1.191901967
4,0,1000,,,,-0.190755192,-0.171835427
2,0,450,,,,-0.785677803,-1.034968653
18,0,2795,,,,1.750855876,2.645117556
19,0,1000,,,,-0.190755192,-0.171835427
9,1,850,,,,-0.353006813,-0.407235398
2,0,700,,,,-0.515258434,-0.642635369
3,0,850,,,,-0.353006813,-0.407235398
3,0,850,,,,-0.353006813,-0.407235398
8,0,3500,,,,2.513438496,3.751497418
3,0,1500,,,,0.350083546,0.612831142
5,0,600,,,,-0.623426182,-0.799568682
12,0,2000,,,,0.890922283,1.397497711
3,0,1000,,,,-0.190755192,-0.171835427
13,0,750,,,,-0.461174561,-0.564168712
2,0,600,,,,-0.623426182,-0.799568682
13,0,1200,,,,0.025580303,0.1420312
13,0,350,,,,-0.893845551,-1.191901967
1,0,1550,,,,0.404167419,0.691297799
1,0,1100,,,,-0.082587444,-0.014902113
2,0,700,,,,-0.515258434,-0.642635369
13,0,1200,,,,0.025580303,0.1420312
4,0,1500,,,,0.350083546,0.612831142
11,0,600,,,,-0.623426182,-0.799568682
18,0,400,,,,-0.839761677,-1.11343531
17,0,1000,,,,-0.190755192,-0.171835427
12,0,1600,,,,0.458251293,0.769764456
1,0,1200,,,,0.025580303,0.1420312
11,0,800,,,,-0.407090687,-0.485702055
1,1,2800,,,,1.756264263,2.652964221
6,0,1500,,,,0.350083546,0.612831142
5,0,550,,,,-0.677510056,-0.878035339
13,0,1600,,,,0.458251293,0.769764456
10,0,900,,,,-0.298922939,-0.328768741
15,0,1500,,,,0.350083546,0.612831142
8,0,1750,,,,0.620502914,1.005164426
14,1,1500,,,,0.350083546,0.612831142
17,0,1300,,,,0.133748051,0.298964514
7,0,400,,,,-0.839761677,-1.11343531
16,0,799,,,,-0.408172364,-0.487271388
11,0,1300,,,,0.133748051,0.298964514
13,0,750,,,,-0.461174561,-0.564168712
14,0,995,,,,-0.196163579,-0.179682093
6,0,600,,,,-0.623426182,-0.799568682
14,0,900,,,,-0.298922939,-0.328768741
16,0,2000,,,,0.890922283,1.397497711
18,0,1800,,,,0.674586788,1.083631083
11,0,1000,,,,-0.190755192,-0.171835427
14,0,1300,,,,0.133748051,0.298964514
8,0,2500,,,,1.431761021,2.18216428
9,0,850,,,,-0.353006813,-0.407235398
2,0,650,,,,-0.569342308,-0.721102025
11,0,1200,,,,0.025580303,0.1420312
20,0,650,,,,-0.569342308,-0.721102025
10,0,775,,,,-0.434132624,-0.524935383
3,0,1000,,,,-0.190755192,-0.171835427
13,0,500,,,,-0.731593929,-0.956501996
13,0,500,,,,-0.731593929,-0.956501996
9,0,650,,,,-0.569342308,-0.721102025
9,0,900,,,,-0.298922939,-0.328768741
3,0,1500,,,,0.350083546,0.612831142
13,0,1200,,,,0.025580303,0.1420312
8,0,3500,,,,2.513438496,3.751497418
1,0,1000,,,,-0.190755192,-0.171835427
5,0,1800,,,,0.674586788,1.083631083
16,0,800,,,,-0.407090687,-0.485702055
17,0,800,,,,-0.407090687,-0.485702055
4,0,1200,,,,0.025580303,0.1420312
13,0,600,,,,-0.623426182,-0.799568682
8,0,1500,,,,0.350083546,0.612831142
8,0,2500,,,,1.431761021,2.18216428
8,0,3200,,,,2.188935253,3.280697477
7,0,400,,,,-0.839761677,-1.11343531
12,1,1000,,,,-0.190755192,-0.171835427
3,0,850,,,,-0.353006813,-0.407235398
17,0,725,,,,-0.488216498,-0.60340204
17,0,800,,,,-0.407090687,-0.485702055
12,0,2000,,,,0.890922283,1.397497711
4,0,675,,,,-0.542300371,-0.681868697
17,1,800,,,,-0.407090687,-0.485702055
12,0,1400,,,,0.241915798,0.455897828
5,0,100,,,,-1.164264919,-1.584235251
20,0,500,,,,-0.731593929,-0.956501996
5,0,250,,,,-1.002013298,-1.348835281
10,0,1250,,,,0.079664177,0.220497857
14,0,800,,,,-0.407090687,-0.485702055
1,0,1200,,,,0.025580303,0.1420312
17,0,675,,,,-0.542300371,-0.681868697
13,0,1200,,,,0.025580303,0.1420312
16,0,650,,,,-0.569342308,-0.721102025
20,0,550,,,,-0.677510056,-0.878035339
2,0,650,,,,-0.569342308,-0.721102025
7,0,450,,,,-0.785677803,-1.034968653
17,0,400,,,,-0.839761677,-1.11343531
17,0,900,,,,-0.298922939,-0.328768741
16,0,1500,,,,0.350083546,0.612831142
14,0,1200,,,,0.025580303,0.1420312
1,0,2000,,,,0.890922283,1.397497711
2,0,200,,,,-1.056097172,-1.427301938
8,0,3299,,,,2.296021323,3.436061457
4,0,900,,,,-0.298922939,-0.328768741
6,0,1500,,,,0.350083546,0.612831142
13,0,1000,,,,-0.190755192,-0.171835427
1,0,1200,,,,0.025580303,0.1420312
3,0,950,,,,-0.244839066,-0.250302084
2,0,400,,,,-0.839761677,-1.11343531
14,1,1000,,,,-0.190755192,-0.171835427
12,0,1400,,,,0.241915798,0.455897828
7,0,800,,,,-0.407090687,-0.485702055
4,0,675,,,,-0.542300371,-0.681868697
13,0,1000,,,,-0.190755192,-0.171835427
5,0,400,,,,-0.839761677,-1.11343531
3,0,1500,,,,0.350083546,0.612831142
18,0,800,,,,-0.407090687,-0.485702055
4,0,700,,,,-0.515258434,-0.642635369
11,0,575,,,,-0.650468119,-0.838802011
11,1,1200,,,,0.025580303,0.1420312
18,0,1000,,,,-0.190755192,-0.171835427
17,1,700,,,,-0.515258434,-0.642635369
1,0,500,,,,-0.731593929,-0.956501996
4,0,450,,,,-0.785677803,-1.034968653
3,0,1200,,,,0.025580303,0.1420312
9,0,1500,,,,0.350083546,0.612831142
15,0,2100,,,,0.999090031,1.554431025
17,0,750,,,,-0.461174561,-0.564168712
11,0,500,,,,-0.731593929,-0.956501996
4,0,1200,,,,0.025580303,0.1420312
8,0,1950,,,,0.836838409,1.319031054
14,0,1500,,,,0.350083546,0.612831142
20,0,1200,,,,0.025580303,0.1420312
17,0,600,,,,-0.623426182,-0.799568682
2,0,1500,,,,0.350083546,0.612831142
14,1,1000,,,,-0.190755192,-0.171835427
15,1,2200,,,,1.107257778,1.711364339
5,0,300,,,,-0.947929424,-1.270368624
13,0,400,,,,-0.839761677,-1.11343531
7,0,954,,,,-0.240512356,-0.244024751
6,0,700,,,,-0.515258434,-0.642635369
6,0,600,,,,-0.623426182,-0.799568682
14,0,400,,,,-0.839761677,-1.11343531
4,0,850,,,,-0.353006813,-0.407235398
18,0,1200,,,,0.025580303,0.1420312
16,0,1500,,,,0.350083546,0.612831142
11,0,1300,,,,0.133748051,0.298964514
18,0,1800,,,,0.674586788,1.083631083
20,0,3500,,,,2.513438496,3.751497418
10,0,1400,,,,0.241915798,0.455897828
19,0,1000,,,,-0.190755192,-0.171835427
9,1,750,,,,-0.461174561,-0.564168712
11,0,1000,,,,-0.190755192,-0.171835427
17,0,500,,,,-0.731593929,-0.956501996
10,0,600,,,,-0.623426182,-0.799568682
20,0,1500,,,,0.350083546,0.612831142
5,0,1200,,,,0.025580303,0.1420312
17,0,650,,,,-0.569342308,-0.721102025
11,0,400,,,,-0.839761677,-1.11343531
11,0,1500,,,,0.350083546,0.612831142
3,0,2000,,,,0.890922283,1.397497711
11,0,900,,,,-0.298922939,-0.328768741
7,1,900,,,,-0.298922939,-0.328768741
16,0,800,,,,-0.407090687,-0.485702055
10,0,800,,,,-0.407090687,-0.485702055
11,0,1800,,,,0.674586788,1.083631083
18,0,2000,,,,0.890922283,1.397497711
2,1,500,,,,-0.731593929,-0.956501996
11,0,800,,,,-0.407090687,-0.485702055
20,0,850,,,,-0.353006813,-0.407235398
16,0,495,,,,-0.737002317,-0.964348662
8,0,2000,,,,0.890922283,1.397497711
18,0,700,,,,-0.515258434,-0.642635369
4,0,850,,,,-0.353006813,-0.407235398
20,0,1200,,,,0.025580303,0.1420312
1,0,1200,,,,0.025580303,0.1420312
3,0,1200,,,,0.025580303,0.1420312
17,0,1000,,,,-0.190755192,-0.171835427
9,0,650,,,,-0.569342308,-0.721102025
17,1,1900,,,,0.782754536,1.240564397
4,0,1500,,,,0.350083546,0.612831142
17,0,375,,,,-0.866803614,-1.152668638
18,0,1500,,,,0.350083546,0.612831142
3,0,795,,,,-0.412499074,-0.49354872
1,0,500,,,,-0.731593929,-0.956501996
7,0,750,,,,-0.461174561,-0.564168712
13,0,650,,,,-0.569342308,-0.721102025
2,0,750,,,,-0.461174561,-0.564168712
20,0,2000,,,,0.890922283,1.397497711
18,0,1000,,,,-0.190755192,-0.171835427
18,0,750,,,,-0.461174561,-0.564168712
3,0,1000,,,,-0.190755192,-0.171835427
4,0,900,,,,-0.298922939,-0.328768741
18,0,1300,,,,0.133748051,0.298964514
17,0,495,,,,-0.737002317,-0.964348662
2,0,650,,,,-0.569342308,-0.721102025
11,0,850,,,,-0.353006813,-0.407235398
17,0,800,,,,-0.407090687,-0.485702055
11,0,1000,,,,-0.190755192,-0.171835427
1,0,1200,,,,0.025580303,0.1420312
8,0,2000,,,,0.890922283,1.397497711
8,0,2000,,,,0.890922283,1.397497711
2,0,400,,,,-0.839761677,-1.11343531
7,0,900,,,,-0.298922939,-0.328768741
10,0,750,,,,-0.461174561,-0.564168712
7,0,700,,,,-0.515258434,-0.642635369
10,0,500,,,,-0.731593929,-0.956501996
15,1,1900,,,,0.782754536,1.240564397
2,0,500,,,,-0.731593929,-0.956501996
11,1,2500,,,,1.431761021,2.18216428
7,0,700,,,,-0.515258434,-0.642635369
11,0,1800,,,,0.674586788,1.083631083
9,0,500,,,,-0.731593929,-0.956501996
20,0,1200,,,,0.025580303,0.1420312
12,0,1200,,,,0.025580303,0.1420312
3,0,1400,,,,0.241915798,0.455897828
3,0,699,,,,-0.516340112,-0.644204702
7,0,600,,,,-0.623426182,-0.799568682
5,0,200,,,,-1.056097172,-1.427301938
3,0,850,,,,-0.353006813,-0.407235398
6,0,2000,,,,0.890922283,1.397497711
9,0,2200,,,,1.107257778,1.711364339
10,0,1500,,,,0.350083546,0.612831142
15,0,1500,,,,0.350083546,0.612831142
8,0,2000,,,,0.890922283,1.397497711
13,0,1200,,,,0.025580303,0.1420312
16,0,1000,,,,-0.190755192,-0.171835427
8,1,3500,,,,2.513438496,3.751497418
1,0,400,,,,-0.839761677,-1.11343531
4,0,500,,,,-0.731593929,-0.956501996
6,0,550,,,,-0.677510056,-0.878035339
11,0,1000,,,,-0.190755192,-0.171835427
10,0,795,,,,-0.412499074,-0.49354872
9,0,500,,,,-0.731593929,-0.956501996
10,0,1000,,,,-0.190755192,-0.171835427
18,0,450,,,,-0.785677803,-1.034968653
10,0,2500,,,,1.431761021,2.18216428
13,0,800,,,,-0.407090687,-0.485702055
5,0,2000,,,,0.890922283,1.397497711
14,0,750,,,,-0.461174561,-0.564168712
8,0,1800,,,,0.674586788,1.083631083
4,0,500,,,,-0.731593929,-0.956501996
1,0,1200,,,,0.025580303,0.1420312
9,0,600,,,,-0.623426182,-0.799568682
17,0,850,,,,-0.353006813,-0.407235398
18,0,950,,,,-0.244839066,-0.250302084
14,0,850,,,,-0.353006813,-0.407235398
9,1,1600,,,,0.458251293,0.769764456
14,0,1500,,,,0.350083546,0.612831142
4,0,700,,,,-0.515258434,-0.642635369
7,0,1200,,,,0.025580303,0.1420312
18,0,2200,,,,1.107257778,1.711364339
10,0,1000,,,,-0.190755192,-0.171835427
16,0,1200,,,,0.025580303,0.1420312
17,0,550,,,,-0.677510056,-0.878035339
3,0,750,,,,-0.461174561,-0.564168712
17,0,1400,,,,0.241915798,0.455897828
8,0,2000,,,,0.890922283,1.397497711
18,1,1900,,,,0.782754536,1.240564397
6,0,1250,,,,0.079664177,0.220497857
15,1,1700,,,,0.566419041,0.92669777
10,0,1000,,,,-0.190755192,-0.171835427
1,0,1300,,,,0.133748051,0.298964514
8,0,3200,,,,2.188935253,3.280697477
11,0,800,,,,-0.407090687,-0.485702055
8,1,3500,,,,2.513438496,3.751497418
13,0,450,,,,-0.785677803,-1.034968653
4,0,750,,,,-0.461174561,-0.564168712
11,1,2500,,,,1.431761021,2.18216428
16,0,950,,,,-0.244839066,-0.250302084
11,0,300,,,,-0.947929424,-1.270368624
16,0,1950,,,,0.836838409,1.319031054
20,0,750,,,,-0.461174561,-0.564168712
11,0,500,,,,-0.731593929,-0.956501996
3,0,1800,,,,0.674586788,1.083631083
5,0,800,,,,-0.407090687,-0.485702055
12,0,1200,,,,0.025580303,0.1420312
17,0,800,,,,-0.407090687,-0.485702055
3,0,1500,,,,0.350083546,0.612831142
5,0,100,,,,-1.164264919,-1.584235251
15,0,1300,,,,0.133748051,0.298964514
18,0,2000,,,,0.890922283,1.397497711
15,0,500,,,,-0.731593929,-0.956501996
7,0,150,,,,-1.110181046,-1.505768595
7,0,600,,,,-0.623426182,-0.799568682
13,0,300,,,,-0.947929424,-1.270368624
8,0,2500,,,,1.431761021,2.18216428
19,0,1200,,,,0.025580303,0.1420312
7,0,1500,,,,0.350083546,0.612831142
20,0,900,,,,-0.298922939,-0.328768741
4,0,1000,,,,-0.190755192,-0.171835427
2,0,550,,,,-0.677510056,-0.878035339
16,0,599,,,,-0.624507859,-0.801138016
2,0,500,,,,-0.731593929,-0.956501996
20,0,800,,,,-0.407090687,-0.485702055
17,0,450,,,,-0.785677803,-1.034968653
4,0,500,,,,-0.731593929,-0.956501996
16,0,1200,,,,0.025580303,0.1420312
15,1,1600,,,,0.458251293,0.769764456
5,0,400,,,,-0.839761677,-1.11343531
4,0,100,,,,-1.164264919,-1.584235251
11,0,1800,,,,0.674586788,1.083631083
6,0,300,,,,-0.947929424,-1.270368624
10,0,850,,,,-0.353006813,-0.407235398
12,0,1200,,,,0.025580303,0.1420312
1,0,1800,,,,0.674586788,1.083631083
15,0,1000,,,,-0.190755192,-0.171835427
16,0,800,,,,-0.407090687,-0.485702055
13,0,1500,,,,0.350083546,0.612831142
14,0,1200,,,,0.025580303,0.1420312
14,0,1000,,,,-0.190755192,-0.171835427
4,0,1200,,,,0.025580303,0.1420312
7,0,300,,,,-0.947929424,-1.270368624
15,1,2500,,,,1.431761021,2.18216428
1,0,900,,,,-0.298922939,-0.328768741
4,0,490,,,,-0.742410704,-0.972195328
4,0,750,,,,-0.461174561,-0.564168712
16,0,550,,,,-0.677510056,-0.878035339
4,0,1600,,,,0.458251293,0.769764456
18,0,1500,,,,0.350083546,0.612831142
13,1,2000,,,,0.890922283,1.397497711
11,0,750,,,,-0.461174561,-0.564168712
20,0,2000,,,,0.890922283,1.397497711
10,0,2500,,,,1.431761021,2.18216428
1,0,1200,,,,0.025580303,0.1420312
3,0,1200,,,,0.025580303,0.1420312
16,0,450,,,,-0.785677803,-1.034968653
20,0,1500,,,,0.350083546,0.612831142
17,0,800,,,,-0.407090687,-0.485702055
16,0,850,,,,-0.353006813,-0.407235398
1,0,900,,,,-0.298922939,-0.328768741
14,0,800,,,,-0.407090687,-0.485702055
4,1,1250,,,,0.079664177,0.220497857
9,0,700,,,,-0.515258434,-0.642635369
18,0,600,,,,-0.623426182,-0.799568682
3,0,1000,,,,-0.190755192,-0.171835427
18,0,700,,,,-0.515258434,-0.642635369
5,0,795,,,,-0.412499074,-0.49354872
9,0,700,,,,-0.515258434,-0.642635369
11,0,750,,,,-0.461174561,-0.564168712
10,1,1250,,,,0.079664177,0.220497857
18,0,1500,,,,0.350083546,0.612831142
2,0,1500,,,,0.350083546,0.612831142
17,0,695,,,,-0.520666822,-0.650482034
18,0,1500,,,,0.350083546,0.612831142
11,0,750,,,,-0.461174561,-0.564168712
2,0,800,,,,-0.407090687,-0.485702055
8,0,3000,,,,1.972599758,2.966830849
2,0,950,,,,-0.244839066,-0.250302084
11,0,900,,,,-0.298922939,-0.328768741
1,0,900,,,,-0.298922939,-0.328768741
2,0,500,,,,-0.731593929,-0.956501996
7,0,700,,,,-0.515258434,-0.642635369
2,0,150,,,,-1.110181046,-1.505768595
18,0,1200,,,,0.025580303,0.1420312
1,0,1000,,,,-0.190755192,-0.171835427
3,0,1400,,,,0.241915798,0.455897828
20,0,1650,,,,0.512335167,0.848231113
10,0,1400,,,,0.241915798,0.455897828
15,0,2000,,,,0.890922283,1.397497711
7,0,800,,,,-0.407090687,-0.485702055
6,0,800,,,,-0.407090687,-0.485702055
8,0,3500,,,,2.513438496,3.751497418
11,0,2400,,,,1.323593273,2.025230966
11,0,900,,,,-0.298922939,-0.328768741
1,0,650,,,,-0.569342308,-0.721102025
3,0,1500,,,,0.350083546,0.612831142
15,1,1600,,,,0.458251293,0.769764456
6,0,1800,,,,0.674586788,1.083631083
2,0,600,,,,-0.623426182,-0.799568682
6,0,1200,,,,0.025580303,0.1420312
13,0,600,,,,-0.623426182,-0.799568682
2,0,200,,,,-1.056097172,-1.427301938
5,0,2000,,,,0.890922283,1.397497711
7,0,954,,,,-0.240512356,-0.244024751
12,0,1400,,,,0.241915798,0.455897828
5,1,1200,,,,0.025580303,0.1420312
5,0,2500,,,,1.431761021,2.18216428
5,0,400,,,,-0.839761677,-1.11343531
2,0,400,,,,-0.839761677,-1.11343531
10,1,2500,,,,1.431761021,2.18216428
9,0,850,,,,-0.353006813,-0.407235398
4,0,700,,,,-0.515258434,-0.642635369
19,0,1000,,,,-0.190755192,-0.171835427
7,0,400,,,,-0.839761677,-1.11343531
