page_selection13,page_selection2,page_selection5,page_selection6,page_selection7,page_selection9,page_selection10,page_selection11
Great Dane,Female,06-21-2017 (4 Months),Yes,No,$700 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Health guarantee"
Great Dane,Male,10-31-2017 (16 Days),No,No,$950 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Great Dane,Female,10-23-2017 (3 Weeks),No,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee"
Great Dane,Male,10-31-2017 (16 Days),Yes,No,$1000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health guarantee"
Great Dane,Female,09-30-2017 (6 Weeks),No,No,$1200 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Great Dane,Male,09-28-2017 (7 Weeks),Yes,No,$2000 USD Buyer tips,Worldwide,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree"
Great Dane,Female,10-27-2017 (20 Days),Yes,No,$2000 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Veterinarian examination, Health certificate, Health guarantee, Pedigree, Travel crate"
Great Dane,Female,08-28-2017 (11 Weeks),No,No,$600 USD Buyer tips,United States,"Registered/registerable, Current vaccinations, Health guarantee, Pedigree"
Great Dane,Female,10-15-2017 (4 Weeks),No,No,$300 USD Buyer tips,Not available,"Current vaccinations, Veterinarian examination"
Great Dane,Female,02-04-2017 (9 Months),No,No,$575 USD Buyer tips,Not available,"Registered/registerable, Current vaccinations"
